비교순위,이륙섹터,착륙섹터,이륙_MOC차단비율,착륙_MOC차단비율,이륙_바람점수,착륙_바람점수,지상위험도,공중위험도,통합위험도,MOC_문제점수,바람_기준미달점수,조건미달점수,필수조건통과,현재_S7_S5조합,MOC_문제점수_계산식,바람_기준미달점수_계산식,조건미달점수_계산식
1,8,3,0.0,0.0,1.0,0.9238875928601005,0.39307042188116814,0.2952824093573654,0.3441764156192668,0.0,0.0,0.0,True,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
2,9,3,0.0,0.0,0.9096859529361087,0.9238875928601005,0.5083534560821008,0.18924242869319163,0.3487979423876462,0.0,0.0,0.0,True,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
3,8,2,0.0,0.0,1.0,1.0,0.5029197334509709,0.6060399806641737,0.5544798570575723,0.0,0.0,0.0,True,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
4,9,2,0.0,0.0,0.9096859529361087,1.0,0.6182027676519035,0.5,0.5591013838259518,0.0,0.0,0.0,True,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
5,7,3,0.0,0.0,0.8252310109569455,0.9238875928601005,0.32004225777241424,0.4419790302422053,0.3810106440073098,0.0,0.04153832724614139,0.020769163623070696,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
6,7,2,0.0,0.0,0.8252310109569455,1.0,0.4298915693422169,0.7527366015490137,0.5913140854456154,0.0,0.04153832724614139,0.020769163623070696,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
7,8,1,0.0,0.0,1.0,0.8041815651825086,0.5623480152004132,0.3417605328351439,0.45205427401777853,0.0,0.05323246378749523,0.026616231893747615,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
8,9,1,0.0,0.0,0.9096859529361087,0.8041815651825086,0.6776310494013459,0.23572055217097013,0.456675800786158,0.0,0.05323246378749523,0.026616231893747615,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
9,7,1,0.0,0.0,0.8252310109569455,0.8041815651825086,0.4893198510916593,0.48845715371998377,0.48888850240582155,0.0,0.09477079103363661,0.04738539551681831,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
10,8,4,0.0,0.0,1.0,0.593493332274154,0.2606050755763938,0.11932858645007137,0.18996683101323258,0.0,0.17028148206991445,0.08514074103495722,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
11,9,4,0.0,0.0,0.9096859529361087,0.593493332274154,0.37588810977732645,0.013288605785897595,0.19458835778161201,0.0,0.17028148206991445,0.08514074103495722,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
12,10,3,0.0,0.0,0.5855372861202124,0.9238875928601005,0.6400845155448286,0.33924235850074114,0.48966343702278486,0.0,0.17470150771099313,0.08735075385549657,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
13,10,2,0.0,0.0,0.5855372861202124,1.0,0.7499338271146312,0.6499999298075495,0.6999668784610904,0.0,0.17470150771099313,0.08735075385549657,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
14,7,4,0.0,0.0,0.8252310109569455,0.593493332274154,0.18757691146763983,0.26602520733491125,0.22680105940127554,0.0,0.21181980931605585,0.10590990465802792,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
15,10,1,0.0,0.0,0.5855372861202124,0.8041815651825086,0.8093621088640737,0.3857204819785196,0.5975412954212966,0.0,0.22793397149848837,0.11396698574924419,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
16,6,3,0.0,0.0,0.4297024987800671,0.9238875928601005,0.33683826178398385,0.4974847134293823,0.41716148760668303,0.0,0.2612763895666294,0.1306381947833147,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
17,6,2,0.0,0.0,0.4297024987800671,1.0,0.4466875733537865,0.8082422847361906,0.6274649290449886,0.0,0.2612763895666294,0.1306381947833147,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
18,8,12,0.0,0.0,1.0,0.39898701819341087,0.5730281641087539,0.587963682231272,0.580495923170013,0.0,0.2783405454481051,0.13917027272405255,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
19,9,12,0.0,0.0,0.9096859529361087,0.39898701819341087,0.6883111983096866,0.4819237015670983,0.5851174499383924,0.0,0.2783405454481051,0.13917027272405255,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
20,6,1,0.0,0.0,0.4297024987800671,0.8041815651825086,0.5061158551032289,0.5439628369071607,0.5250393460051949,0.0,0.31450885335412465,0.15725442667706233,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
21,7,12,0.0,0.0,0.8252310109569455,0.39898701819341087,0.5,0.734660303116112,0.617330151558056,0.0,0.3198788726942465,0.15993943634712324,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
22,10,4,0.0,0.0,0.5855372861202124,0.593493332274154,0.5076191692400542,0.1632885355934471,0.33545385241675063,0.0,0.3449829897809076,0.1724914948904538,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
23,6,4,0.0,0.0,0.4297024987800671,0.593493332274154,0.20437291547920944,0.3215308905220882,0.26295190300064886,0.0,0.43155787163654385,0.21577893581827193,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
24,8,5,0.0,0.0,1.0,0.09842189310193565,0.14605632821750789,0.17191303648125228,0.15898468234938007,0.0,0.44532117049892467,0.22266058524946233,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
25,9,5,0.0,0.0,0.9096859529361087,0.09842189310193565,0.2613393624184406,0.0658730558170785,0.16360620911775953,0.0,0.44532117049892467,0.22266058524946233,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
26,11,3,0.0,0.0,0.09658613941988313,0.9238875928601005,0.7499338271146312,0.4979626933992888,0.6239482602569599,0.0,0.4463410336556205,0.22317051682781025,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
27,11,2,0.0,0.0,0.09658613941988313,1.0,0.8597831386844338,0.8087202647060971,0.8342517016952655,0.0,0.4463410336556205,0.22317051682781025,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
28,10,12,0.0,0.0,0.5855372861202124,0.39898701819341087,0.8200422577724144,0.6319236313746478,0.7259829445735311,0.0,0.45304205315909823,0.22652102657954912,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
29,7,5,0.0,0.0,0.8252310109569455,0.09842189310193565,0.07302816410875396,0.31860965736609215,0.19581891073742308,0.0,0.48685949774506604,0.24342974887253302,False,True,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
30,11,1,0.0,0.0,0.09658613941988313,0.8041815651825086,0.9192114204338762,0.5444408168770672,0.7318261186554718,0.0,0.49957349744311574,0.24978674872155787,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
31,8,9,0.0,0.0,1.0,0.0,0.2613393624184405,0.10603998066417378,0.18368967154130716,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
32,9,8,0.0,0.0,0.9096859529361087,0.0,0.2613393624184405,0.10603998066417378,0.18368967154130716,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
33,8,7,0.0,0.0,1.0,0.0,0.07302816410875393,0.3587765822131874,0.2159023731609707,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
34,9,7,0.0,0.0,0.9096859529361087,0.0,0.1883111983096866,0.2527366015490137,0.22052389992935012,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
35,8,6,0.0,0.0,1.0,0.0,0.08982416812032352,0.4142822654003644,0.252053216760344,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
36,9,6,0.0,0.0,0.9096859529361087,0.0,0.20510720232125618,0.30824228473619064,0.25667474352872344,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
37,5,3,0.0,0.0,0.0,0.9238875928601005,0.3930704218811682,0.2551154845102701,0.3240929531957192,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
38,8,10,0.0,0.0,1.0,0.0,0.39307042188116825,0.25603991047172325,0.32455516617644575,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
39,9,10,0.0,0.0,0.9096859529361087,0.0,0.5083534560821009,0.1499999298075495,0.3291766929448252,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
40,4,3,0.0,0.0,0.0,0.9238875928601005,0.507619169240054,0.20253103447908924,0.35507510185957164,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
41,8,11,0.0,0.0,1.0,0.0,0.5029197334509709,0.4147602453702709,0.4588399894106209,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
42,9,11,0.0,0.0,0.9096859529361087,0.0,0.6182027676519035,0.30872026470609715,0.46346151617900033,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
43,5,2,0.0,0.0,0.0,1.0,0.5029197334509709,0.5658730558170785,0.5343963946340247,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
44,4,2,0.0,0.0,0.0,1.0,0.6174684808098567,0.5132886057858976,0.5653785432978772,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
45,1,3,0.0,0.0,0.0,0.9238875928601005,0.8093621088640736,0.42496298086416173,0.6171625448641176,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
46,2,3,0.0,0.0,0.0,0.9238875928601005,0.7499338271146312,0.6892424286931916,0.7195881279039114,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
47,3,2,0.0,0.0,0.0,1.0,0.7499338271146312,0.6892424286931916,0.7195881279039114,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
48,12,3,0.0,0.0,0.0,0.9238875928601005,0.8200422577724142,0.6711661302602899,0.745604194016352,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
49,1,2,0.0,0.0,0.0,1.0,0.9192114204338762,0.7357205521709701,0.8274659863024232,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
50,12,2,0.0,0.0,0.0,1.0,0.929891569342217,0.9819237015670983,0.9559076354546576,0.0,0.5,0.25,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
51,6,12,0.0,0.0,0.4297024987800671,0.39898701819341087,0.5167960040115696,0.7901659863032889,0.6534809951574293,0.0,0.5396169350147345,0.26980846750736726,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
52,7,8,0.0,0.0,0.8252310109569455,0.0,0.07302816410875393,0.3587765822131874,0.2159023731609707,0.0,0.5415383272461414,0.2707691636230707,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
53,7,9,0.0,0.0,0.8252310109569455,0.0,0.1883111983096866,0.2527366015490137,0.22052389992935012,0.0,0.5415383272461414,0.2707691636230707,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
54,7,6,0.0,0.0,0.8252310109569455,0.0,0.016796004011569596,0.5609788862852043,0.28888744514838693,0.0,0.5415383272461414,0.2707691636230707,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
55,7,10,0.0,0.0,0.8252310109569455,0.0,0.32004225777241435,0.4027365313565632,0.36138939456448876,0.0,0.5415383272461414,0.2707691636230707,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
56,7,11,0.0,0.0,0.8252310109569455,0.0,0.4298915693422169,0.5614568662551108,0.4956742177986639,0.0,0.5415383272461414,0.2707691636230707,False,False,MOC 문제점수 = (이륙 MOC 비율 + 착륙 MOC 비율) / 2,"바람 미달점수 = [max(0.9-이륙점수, 0)/0.9 + max(0.9-착륙점수, 0)/0.9] / 2",조건 미달점수 = 0.5 x MOC 문제점수 + 0.5 x 바람 미달점수
