corridor_id,receiver_id,Lden_db,SEL_total_db,LAeq_day_db
corridor_0,4425,5.18869698,47.8137159,-3.312334111
corridor_0,4426,4.806910633,47.43192956,-3.694120458
corridor_0,4427,4.478327869,47.10334679,-4.022703221
corridor_0,4428,4.10174477,46.72676369,-4.399286321
corridor_0,4429,3.850752949,46.47577187,-4.650278142
corridor_0,4430,3.486510395,46.11152932,-5.014520696
corridor_0,4431,3.031333088,45.65635201,-5.469698003
corridor_0,4432,2.65056908,45.275588,-5.85046201
corridor_0,4433,2.133101582,44.75812051,-6.367929509
corridor_0,4434,1.571406483,44.19642541,-6.929624608
corridor_0,4435,1.110369801,43.73538873,-7.39066129
corridor_0,4436,0.351676106,42.97669503,-8.149354985
corridor_0,4437,-0.331753612,42.29326531,-8.832784703
corridor_0,4438,-1.300839306,41.32417962,-9.801870397
corridor_0,4439,-2.419739605,40.20527932,-10.9207707
corridor_0,4440,-3.775002361,38.85001656,-12.27603345
corridor_0,4441,-6.1875695,36.43744942,-14.68860059
corridor_0,4519,-7.004366756,35.62065217,-15.50539785
corridor_0,4520,-4.2355088,38.38951012,-12.73653989
corridor_0,4521,-2.446720959,40.17829797,-10.94775205
corridor_0,4522,-1.320156933,41.30486199,-9.821188024
corridor_0,4523,-0.354191662,42.27082726,-8.855222753
corridor_0,4524,0.496062397,43.12108132,-8.004968694
corridor_0,4525,1.1275779,43.75259682,-7.373453191
corridor_0,4526,1.587741016,44.21275994,-6.913290074
corridor_0,4527,2.256728291,44.88174722,-6.2443028
corridor_0,4528,2.721022724,45.34604165,-5.780008367
corridor_0,4529,3.249411701,45.87443063,-5.25161939
corridor_0,4530,3.6589576,46.28397652,-4.842073491
corridor_0,4531,4.064307331,46.68932626,-4.43672376
corridor_0,4532,4.416773914,47.04179284,-4.084257176
corridor_0,4533,4.741366505,47.36638543,-3.759664586
corridor_0,4534,5.178507923,47.80352685,-3.322523168
corridor_0,4535,5.488440632,48.11345956,-3.012590459
corridor_0,4536,5.840861439,48.46588036,-2.660169652
corridor_0,4537,6.071166157,48.69618508,-2.429864934
